67,22,160,33,19,13,95,0,0,14,16,6,2,2,1707,320,42,139,20,14,6,45,0,1,31,11,7,3,3,1893,253,20,-21,-13,-5,-50,1
190,41,156,21,15,5,35,0,0,22,11,2,0,0,2118,39,13,271,48,24,8,51,0,1,19,13,3,4,2,1482,-151,-28,115,27,9,16,0
70,18,116,30,16,8,53,2,1,12,11,4,0,0,1375,150,33,201,31,23,11,97,0,1,16,15,6,2,2,2225,80,15,85,1,7,44,1
105,21,241,29,23,9,50,1,3,20,7,3,0,0,1626,176,38,187,32,22,3,15,1,0,31,12,8,1,0,1974,71,17,-54,3,-1,-35,1
185,45,277,34,20,7,63,0,0,24,17,8,1,0,2500,94,14,192,31,12,4,30,0,1,9,13,3,0,0,1100,-91,-31,-85,-3,-8,-33,0
164,39,111,24,13,9,81,0,2,16,15,3,0,0,2048,72,22,217,42,23,9,83,1,2,20,13,3,0,0,1552,-92,-17,106,18,10,2,1
119,32,213,39,18,9,102,1,1,24,16,6,2,0,2037,109,27,189,29,18,8,65,1,0,16,14,5,1,1,1563,-10,-5,-24,-10,0,-37,1
66,22,133,32,18,11,100,0,0,12,17,6,0,0,1702,143,29,133,29,15,9,60,0,0,17,12,2,1,1,1898,77,7,0,-3,-3,-40,1
90,28,258,45,26,11,90,2,1,16,17,5,3,0,2010,55,22,118,28,12,9,71,0,1,9,15,3,0,0,1590,-35,-6,-140,-17,-14,-19,1
45,23,329,37,29,6,50,0,0,19,13,6,0,0,1797,108,26,255,31,23,4,21,1,0,24,10,5,1,0,1803,63,3,-74,-6,-6,-29,1
140,26,54,16,8,5,29,1,1,9,12,3,0,0,1602,204,39,253,21,14,8,60,0,0,24,11,5,0,0,1998,64,13,199,5,6,31,1
205,34,232,27,21,6,35,1,1,30,7,5,1,1,1999,133,33,6,9,6,3,15,1,1,13,12,6,1,1,1601,-72,-1,-226,-18,-15,-20,1
119,37,210,34,22,11,72,1,0,19,14,5,1,1,2237,118,22,56,19,10,8,50,0,3,11,8,0,0,0,1363,-1,-15,-154,-15,-12,-22,0
221,47,83,14,9,5,65,1,1,20,11,4,0,0,2129,91,19,211,36,21,4,35,0,2,20,11,3,0,0,1471,-130,-28,128,22,12,-30,0
21,20,270,40,23,9,72,1,2,15,15,5,0,0,1727,24,14,262,54,35,10,72,0,2,22,14,4,1,0,1873,3,-6,-8,14,12,0,1
84,23,126,27,19,7,51,1,0,15,10,3,1,0,1629,162,37,254,27,19,8,53,1,0,26,11,7,0,0,1971,78,14,128,0,0,2,1
191,33,194,29,18,6,53,1,0,20,13,5,1,1,2041,97,20,214,42,23,7,52,1,1,22,10,5,0,0,1559,-94,-13,20,13,5,-1,1
37,18,194,38,23,5,44,3,1,16,13,4,3,2,1598,205,38,105,26,11,4,30,0,3,19,16,6,2,2,2002,168,20,-89,-12,-12,-14,1
38,13,87,34,14,10,88,3,1,7,12,2,2,0,1239,262,45,124,31,12,9,73,0,1,19,19,7,1,0,2361,224,32,37,-3,-2,-15,1
188,47,154,28,16,5,34,1,1,20,18,7,0,0,2183,90,17,113,31,14,8,77,1,1,14,11,0,2,0,1417,-98,-30,-41,3,-2,43,0
147,39,247,33,20,12,74,1,1,24,14,7,1,0,2360,93,22,180,21,14,7,57,2,0,18,7,1,0,0,1240,-54,-17,-67,-12,-6,-17,1
76,22,277,39,26,6,29,0,5,17,10,6,0,0,1789,95,27,222,34,22,3,58,0,1,21,13,7,0,0,1811,19,5,-55,-5,-4,29,1
43,20,232,34,21,8,65,1,2,13,14,3,0,0,1781,158,39,50,19,8,7,65,0,0,9,16,2,0,0,1819,115,19,-182,-15,-13,0,1
95,21,323,43,31,9,58,1,0,21,13,2,2,1,1879,83,22,341,44,26,4,38,1,1,22,11,4,1,0,1721,-12,1,18,1,-5,-20,1
92,23,232,29,17,7,55,0,1,17,11,4,1,0,1463,140,25,186,40,26,9,79,2,0,19,17,10,1,0,2137,48,2,-46,11,9,24,0
156,33,169,25,12,1,5,2,0,16,12,3,2,1,1744,117,37,120,20,10,5,35,0,1,11,16,6,0,0,1856,-39,4,-49,-5,-2,30,1
221,28,206,31,18,4,25,1,1,16,14,6,3,1,1882,200,33,186,21,13,9,59,0,3,15,12,4,0,0,1718,-21,5,-20,-10,-5,34,1
115,29,218,31,17,10,75,1,0,14,14,3,1,1,1822,93,29,185,35,23,5,40,0,1,17,17,5,0,0,2155,-22,0,-33,4,6,-35,0
79,19,272,34,12,10,70,0,2,12,13,3,1,0,1380,255,36,309,35,22,6,50,0,0,28,14,6,1,1,2220,176,17,37,1,10,-20,1
71,24,142,34,16,8,56,0,2,12,17,7,2,1,1631,146,32,202,24,19,0,0,1,0,21,11,5,0,0,1969,75,8,60,-10,3,-56,1
82,18,171,32,16,10,57,0,0,14,13,5,2,1,1449,111,39,341,31,21,6,53,0,0,27,13,8,0,0,2151,29,21,170,-1,5,-4,1
72,27,246,44,25,6,38,1,2,20,18,9,3,1,1864,101,28,160,31,18,4,19,1,1,19,12,4,2,1,1736,29,1,-86,-13,-7,-19,1
58,20,231,48,28,6,31,1,2,20,17,9,1,0,1821,164,35,121,22,15,3,18,1,0,19,12,3,0,0,1779,106,15,-110,-26,-13,-13,1
208,33,162,20,13,6,52,0,0,22,9,3,0,0,1683,71,20,307,48,29,9,78,1,3,23,16,8,3,2,1917,-137,-13,145,28,16,26,0
77,32,210,18,11,5,24,0,0,15,13,5,0,0,1717,44,17,226,42,25,8,42,2,2,18,12,4,1,1,1883,-33,-15,16,24,14,18,0
162,41,220,31,22,4,28,2,0,27,17,11,1,0,2175,105,25,103,22,13,7,60,0,1,11,9,0,1,1,1425,-57,-16,-117,-9,-9,32,0
95,35,234,26,19,5,54,1,0,25,11,7,0,0,2006,118,25,122,31,19,7,40,1,0,17,14,5,2,1,1594,23,-10,-112,5,0,-14,0
101,26,162,40,21,9,84,0,1,21,17,10,0,0,1914,114,24,207,35,22,11,87,1,0,18,14,6,0,0,1686,13,-2,45,-5,1,3,1
88,23,191,30,22,4,30,1,0,17,12,4,2,1,1856,98,27,214,25,19,6,45,0,0,18,12,6,0,0,1744,10,4,23,-5,-3,15,1
183,32,131,26,12,8,60,1,2,15,15,4,0,0,1578,133,33,150,26,16,6,70,2,2,15,15,7,0,0,2022,-50,1,19,0,4,10,0
133,35,262,27,20,12,124,1,1,27,10,5,0,0,1984,89,25,180,31,17,5,35,0,0,19,13,7,1,0,1616,-44,-10,-82,4,-3,-89,0
93,32,251,33,18,10,81,0,0,19,16,6,3,2,1985,52,22,86,21,12,12,80,0,1,9,14,3,1,1,1615,-41,-10,-165,-12,-6,-1,0
98,24,225,42,18,2,15,0,1,19,15,5,2,0,1656,169,32,272,34,18,9,63,1,1,16,16,7,1,0,1944,71,8,47,-8,0,48,1
45,23,291,35,22,5,64,0,1,17,13,4,1,0,1683,78,29,215,29,21,4,35,1,0,17,16,7,0,0,1917,33,6,-76,-6,-1,-29,1
154,33,59,16,9,4,53,0,1,13,8,0,0,0,1612,65,29,203,35,20,8,74,2,1,16,17,8,2,0,1988,-89,-4,144,19,11,21,0
132,38,321,37,28,7,32,0,1,28,17,12,1,1,2201,34,14,254,40,25,4,24,2,0,17,11,4,3,2,1399,-98,-24,-67,3,-3,-8,0
83,24,126,25,16,4,35,0,0,11,13,4,1,0,1645,126,29,293,35,26,6,50,2,0,26,10,4,0,0,1955,43,5,167,10,10,15,1
61,19,242,34,17,9,75,1,1,16,11,5,2,1,1417,159,41,223,27,18,4,30,0,0,25,13,6,2,1,2183,98,22,-19,-7,1,-45,1
38,16,359,45,29,9,80,1,0,21,13,6,1,0,1532,157,32,226,31,21,7,50,0,0,22,14,5,1,1,2068,119,16,-133,-14,-8,-30,1
91,25,274,36,21,6,38,0,2,19,14,5,0,0,1827,77,25,360,47,25,4,69,1,1,22,17,7,1,0,1773,-14,0,86,11,4,31,0
107,29,244,40,27,4,58,0,1,25,13,5,1,0,1976,129,29,192,30,20,8,58,3,0,19,11,4,1,1,1624,22,0,-52,-10,-7,0,0
12,21,125,31,18,7,90,1,0,11,14,2,0,0,1465,124,29,281,48,23,9,75,1,4,25,15,6,0,0,2135,112,8,156,17,5,-15,0
53,17,110,33,19,9,86,0,3,8,14,4,1,0,1531,133,35,205,30,16,5,42,0,0,20,14,5,1,0,2069,80,18,95,-3,-3,-44,1
133,46,28,13,1,10,80,1,1,9,16,2,1,0,1866,172,40,67,14,8,5,34,3,1,12,13,4,1,0,1734,39,-6,39,1,7,-46,1
121,38,205,22,16,4,30,2,0,18,13,5,0,0,1847,60,17,275,50,26,9,58,0,3,20,15,4,3,3,1753,-61,-21,70,28,10,28,0
75,21,278,40,28,8,49,1,1,22,15,7,2,1,1847,174,36,243,29,17,3,69,0,2,21,15,10,0,0,1753,99,15,-35,-11,-11,20,1
185,33,204,35,23,6,41,1,2,23,15,7,2,1,2065,61,27,279,29,15,2,15,1,0,19,9,4,1,0,1535,-124,-6,75,-6,-8,-26,1
137,32,77,21,11,5,50,2,4,15,13,6,1,0,1727,101,36,119,20,10,3,25,0,2,15,11,5,0,0,1873,-36,4,42,-1,-1,-25,1
150,32,166,40,23,8,65,1,3,22,16,6,2,0,2083,61,28,148,22,13,5,37,2,0,9,13,3,1,0,1517,-89,-4,-18,-18,-10,-28,1
58,24,183,24,17,4,31,0,1,13,13,3,0,0,1455,181,36,178,39,21,14,95,0,1,21,17,7,0,0,2145,123,12,-5,15,4,64,0
57,19,169,25,17,17,129,1,0,11,10,3,1,1,1438,149,42,104,23,12,5,40,1,0,26,12,6,1,1,2162,92,23,-65,-2,-5,-89,1
145,34,228,31,19,5,75,0,0,21,15,5,1,1,1700,110,26,226,29,18,6,34,1,0,17,13,5,0,0,1900,-35,-8,-2,-2,-1,-41,0
106,30,298,39,18,7,105,0,1,20,15,6,1,0,1771,115,29,200,26,17,6,58,0,0,17,12,3,1,1,1829,9,-1,-98,-13,-1,-47,1
70,25,212,38,21,10,62,1,1,17,15,4,1,0,2040,104,38,137,36,21,11,70,1,1,18,20,7,0,0,2211,34,13,-75,-2,0,8,1
139,25,55,28,9,7,43,0,2,12,12,2,4,2,1472,181,39,195,29,17,5,35,0,1,19,16,7,1,1,2128,42,14,140,1,8,-8,1
87,21,338,50,27,11,99,0,1,23,16,8,1,0,1977,132,30,194,29,15,5,50,1,0,20,14,7,1,1,1623,45,9,-144,-21,-12,-49,1
140,27,118,19,11,8,55,0,1,15,8,2,0,0,1438,150,36,293,38,21,11,87,2,0,26,17,11,1,0,2162,10,9,175,19,10,32,0
19,8,176,32,20,7,41,3,2,10,9,3,1,0,1052,191,48,213,26,18,3,30,1,0,28,15,7,3,2,2548,172,40,37,-6,-2,-11,1
226,42,220,29,19,5,30,0,1,28,14,7,1,1,2218,78,19,181,36,19,6,43,2,1,14,11,1,4,1,1382,-148,-23,-39,7,0,13,0
65,13,137,36,20,9,65,1,1,12,13,3,4,2,1350,141,34,337,33,28,2,10,0,0,28,11,6,2,2,2250,76,21,200,-3,8,-55,1
94,26,278,39,27,10,111,1,0,27,11,5,0,0,1905,6,12,347,43,33,9,54,2,0,19,12,4,1,1,1695,-88,-14,69,4,6,-57,0
49,30,246,38,22,3,15,1,0,22,17,10,0,0,1914,63,21,191,30,20,11,73,0,1,16,13,5,0,0,1686,14,-9,-55,-8,-2,58,0
55,16,183,39,22,7,62,0,2,13,17,4,2,1,1758,122,31,136,26,15,9,75,0,1,15,13,3,0,0,1842,67,15,-47,-13,-7,13,1
92,30,359,40,24,4,30,0,1,28,14,8,1,1,1922,164,26,328,38,25,9,85,0,1,23,13,6,2,0,1678,72,-4,-31,-2,1,55,0
50,29,286,36,19,10,101,0,1,16,16,6,0,0,1895,108,27,138,32,14,6,50,3,0,13,15,6,1,0,1705,58,-2,-148,-4,-5,-51,0
160,37,171,30,18,6,77,1,1,22,15,6,0,0,2253,21,14,215,33,20,5,31,0,2,13,10,2,0,0,1347,-139,-23,44,3,2,-46,0
144,20,149,24,15,10,67,1,1,13,10,3,0,0,1491,85,32,229,44,29,7,40,0,2,23,16,7,1,1,2190,-59,12,80,20,14,-27,0
256,45,146,22,12,11,84,1,1,22,12,6,0,0,2059,75,13,229,48,25,9,50,2,2,20,14,4,3,1,1541,-181,-32,83,26,13,-34,0
166,28,324,53,29,16,114,0,1,25,19,8,0,0,2361,127,34,228,37,21,8,65,1,1,17,19,6,1,1,1974,-39,6,-96,-16,-8,-49,1
128,30,164,33,15,7,40,3,2,18,14,6,1,1,1735,176,35,88,28,12,7,50,1,0,15,16,4,1,1,1865,48,5,-76,-5,-3,10,1
97,25,172,23,17,7,60,0,0,18,8,3,0,0,1601,118,35,242,28,19,7,55,0,0,19,16,7,0,0,1999,21,10,70,5,2,-5,0
138,29,291,33,21,9,65,0,1,22,14,5,4,3,1880,124,31,288,35,25,4,54,1,1,26,13,7,0,0,2094,-14,2,-3,2,4,-11,0
113,33,182,27,20,4,20,1,0,19,14,9,0,0,2144,55,23,163,29,16,4,31,0,1,14,13,5,1,1,1456,-58,-10,-19,2,-4,11,0
78,20,184,36,23,6,30,2,3,20,8,2,0,0,1664,81,31,200,28,19,7,49,1,1,18,14,7,0,0,1936,3,11,16,-8,-4,19,1
145,32,249,31,18,7,70,2,1,21,14,7,0,0,1808,120,25,185,37,21,13,90,1,2,24,13,7,0,0,1792,-25,-7,-64,6,3,20,0
133,33,189,32,18,9,91,1,2,23,14,7,1,1,1787,135,32,302,30,22,5,45,2,1,23,11,5,0,0,1813,2,-1,113,-2,4,-46,1
74,22,187,43,23,4,35,2,2,15,15,3,3,3,1696,118,27,343,41,23,10,70,0,1,15,16,3,3,2,1904,44,5,156,-2,0,35,1
74,18,232,40,22,2,22,0,4,20,12,5,1,1,1535,112,37,308,26,19,5,35,1,0,24,12,5,0,0,2065,38,19,76,-14,-3,13,1
162,33,133,28,14,11,81,0,0,19,15,8,1,0,1901,67,16,301,46,29,11,105,1,1,23,11,3,1,0,1699,-95,-17,168,18,15,24,0
118,33,121,28,14,4,35,0,1,15,15,4,0,0,1803,107,25,168,30,19,5,52,1,0,15,12,2,0,0,1797,-11,-8,47,2,5,17,0
202,28,195,45,22,6,40,0,3,24,15,6,0,0,1847,91,33,191,27,17,7,60,0,0,15,14,3,0,0,1787,-111,5,-4,-18,-5,20,0
86,25,111,26,17,10,62,0,2,10,13,4,1,0,1753,127,32,239,25,15,12,106,0,1,17,13,5,0,0,1847,41,7,128,-1,-2,44,1
100,24,258,58,31,9,70,2,2,26,16,5,4,3,2087,141,31,49,17,6,4,61,1,1,10,10,0,0,0,1513,41,7,-209,-41,-25,-9,1
